scorer,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img2510.png,,,341.6103745640062,278.778493094346,299.32647705078125,296.5040588378906,522.5831298828125,278.17596435546875,461.7216491699219,205.45095825195312,353.056396484375,180.52699279785156,272.96087646484375,236.37274169921875,219.677734375,304.6498718261719,408.01385498046875,440.2658386230469
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img2559.png,422.199695801047,265.18159978379913,379.9530029296875,260.8577575683594,331.49554443359375,275.4006652832031,547.8588256835938,306.96624755859375,497.7586975097656,227.63851928710938,402.1188659667969,171.05564880371094,315.9560241699219,217.615478515625,256.31915283203125,278.6708068847656,408.0037841796875,439.30621337890625
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img2562.png,,,437.1990638078487,283.1478041469314,387.3169860839844,278.56488037109375,546.1475830078125,307.6664123535156,503.21966552734375,231.21145629882812,408.2640380859375,172.94097900390625,330.76904296875,217.4134063720703,262.3578186035156,283.9490966796875,409.6983337402344,440.5399475097656
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img3156.png,384.5455627441406,261.2351379394531,298.3336181640625,297.97320556640625,256.05680353651326,291.68450927734375,537.7241821289062,293.958984375,478.8277587890625,218.848388671875,374.5663146972656,178.64224243164062,293.6834411621094,218.69430541992188,219.93521118164062,291.4079895019531,407.8289489746094,437.92755126953125
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img3568.png,419.7596740722656,260.4782409667969,335.6437072753906,286.81585693359375,291.1005859375,284.0124206542969,540.8479614257812,291.5801086425781,487.6124267578125,220.0868377685547,391.17205810546875,171.23953247070312,307.4258117675781,213.8737030029297,230.6421661376953,280.493408203125,408.8876953125,437.90570068359375
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img3684.png,,,399.3864440917969,272.96551513671875,350.93560791015625,279.3213806152344,509.6338195800781,273.2928161621094,463.4130554199219,208.9286651611328,357.2478942871094,172.6629638671875,282.0569763183594,229.9750213623047,219.99459838867188,294.1524658203125,409.6705017089844,440.2744445800781
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img3920.png,476.9089050292969,277.83935546875,273.496337890625,325.8493347167969,255.57846069335938,274.6646728515625,537.8062133789062,295.52740478515625,498.4242858886719,221.69338989257812,402.05218505859375,171.41383361816406,319.7637634277344,211.00880432128906,246.6375732421875,267.4941101074219,407.786865234375,439.1203308105469
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img4123.png,,,251.97125244140625,412.9027404785156,215.7626495361328,409.095703125,474.5690002441406,266.49786376953125,403.2191467285156,210.41513061523438,286.6847229003906,229.91043090820312,227.53939819335938,308.20709228515625,192.52870178222656,398.94366455078125,409.8219909667969,439.7796630859375
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img4152.png,422.6247863769531,261.59722900390625,239.0734405517578,461.4856872558594,217.75453186035156,406.0313415527344,516.6399536132812,270.36981201171875,448.61529541015625,202.80264282226562,325.7851257324219,203.5755615234375,252.07778930664062,287.3014221191406,213.42608642578125,366.69952392578125,408.14385986328125,439.6370849609375
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img4212.png,389.920988995844,268.87157922369926,334.75421142578125,273.5885925292969,287.4109191894531,295.21697998046875,523.6823120117188,289.8615417480469,464.70574951171875,211.54751586914062,350.3524169921875,183.7366180419922,266.5230407714844,233.87054443359375,215.55618286132812,306.1804504394531,408.2626647949219,440.2370300292969
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img4323.png,503.4450492476202,289.5029879151055,373.2541293778995,287.61765930142553,330.3080364642317,301.34208656534713,541.0027465820312,308.26605224609375,506.156982421875,232.10533142089844,401.71685791015625,189.5604248046875,306.0848388671875,230.2017822265625,233.23947143554688,284.4167175292969,409.1590270996094,438.50115966796875
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img4467.png,404.639892578125,257.4701843261719,404.3013000488281,273.90594482421875,353.7281644462065,284.64876286973663,540.9678344726562,305.91064453125,487.83740234375,221.44338989257812,388.5512390136719,170.37240600585938,308.92034912109375,219.51161193847656,232.71412658691406,283.5322570800781,408.2375183105469,439.5188293457031
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img4660.png,463.2810363769531,264.7641296386719,379.2170715332031,278.5599060058594,333.47058576320876,295.28144062154075,521.7443237304688,296.1662902832031,482.38873291015625,215.9326934814453,370.7333984375,180.22183227539062,285.5228576660156,237.6404571533203,224.95155334472656,311.90582275390625,408.3570556640625,439.8075866699219
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img4851.png,390.832619682257,267.74774731432024,271.3900451660156,360.0547790527344,238.38404846191406,371.9041442871094,480.3274841308594,263.8032531738281,409.5562744140625,198.03952026367188,293.0455017089844,211.51255798339844,237.87115478515625,286.9780578613281,209.7000732421875,373.416015625,409.8132629394531,441.3140563964844
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img5014.png,427.34332275390625,263.98291015625,269.73503135457474,315.97080264709643,240.47832523010425,281.82795502570474,536.6459350585938,298.17608642578125,492.0262145996094,227.63845825195312,387.5867004394531,185.317626953125,298.6576843261719,226.2898712158203,218.4898223876953,296.8671569824219,408.48736572265625,439.54144287109375
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img5061.png,,,263.0585402309158,418.52666439391913,256.1278076171875,452.4118957519531,413.3676452636719,246.51315307617188,313.69439697265625,227.46304321289062,223.72429881076232,307.5643188300942,209.51456675509826,395.51566964314196,240.6637725830078,483.9580383300781,408.64727783203125,438.6874694824219
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img5076.png,284.52602868658994,336.52927559884415,275.0231093227127,478.997156703423,285.0929292862314,509.44365277947804,334.57769775390625,259.9034118652344,228.75265480265182,317.12093880784875,210.17320251464844,395.7608337402344,234.04919646355302,469.30996894198614,307.87158203125,537.2371215820312,409.7146911621094,439.26739501953125
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img5101.png,,,,,,,269.163818359375,349.6286315917969,226.9689483642578,439.26226806640625,272.2923583984375,515.1981811523438,320.193603515625,560.5603637695312,,,411.5041809082031,441.4727478027344
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img5113.png,,,,,,,262.91302490234375,413.66741943359375,258.0254211425781,518.2669677734375,286.13226318359375,575.6436767578125,345.6457181747061,616.4910198626692,,,410.8385009765625,441.2572937011719
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img5134.png,,,,,,,,,,,,,,,,,409.31036376953125,440.5061950683594
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img0017.png,461.6279602050781,295.5437927246094,357.2242736816406,285.6396789550781,321.91070556640625,269.79315185546875,554.0091552734375,262.1205139160156,462.7264709472656,201.10186767578125,412.7691955566406,186.6850128173828,323.8673095703125,202.7360076904297,288.13316838731475,253.09439838521268,411.0648193359375,439.44219970703125
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img0071.png,493.0701599121094,301.0227355957031,332.86529541015625,274.7612609863281,304.75715379116457,260.4303612409794,554.1490478515625,342.1613464355469,543.6119995117188,260.97601318359375,465.45452880859375,196.8038787841797,375.0043029785156,196.9571990966797,257.96527099609375,236.46421813964844,409.66607666015625,438.9759826660156
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img0189.png,479.3349609375,281.6137390136719,341.7464294433594,278.31781005859375,300.3800048828125,271.0047912597656,533.4827270507812,311.8741149902344,518.1832275390625,236.86000061035156,440.4276428222656,174.72659301757812,346.50323486328125,192.16636657714844,258.9489187360301,247.55815359937782,408.3885803222656,437.46142578125
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img0250.png,450.9797058105469,268.3128967285156,435.4808147669821,269.5788344203689,378.51898193359375,271.65020751953125,542.3540649414062,337.5467834472656,535.1054077148438,249.4058074951172,444.73944091796875,182.901123046875,349.7095947265625,215.48739624023438,274.169448625894,263.63061758863563,408.1302795410156,438.78350830078125
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img0292.png,494.8777160644531,292.35040283203125,403.8454284667969,287.1253967285156,374.2097397983812,289.76625319125725,529.5911865234375,298.0669250488281,515.2364501953125,232.31866455078125,424.37542724609375,187.9789276123047,340.1591491699219,226.88316345214844,260.9151611328125,264.151611328125,409.73968505859375,438.631591796875
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img0393.png,,,381.33730798346494,288.0660095214844,345.10296585530364,292.65684251186775,531.3779907226562,260.6172790527344,503.3667297363281,214.073486328125,408.6523742675781,183.50167846679688,329.80548095703125,226.390869140625,261.4761657714844,276.15814208984375,407.6491394042969,438.7560729980469
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img0443.png,431.665365426627,259.5707165179426,374.3959655761719,254.47805786132812,322.588134765625,273.2226867675781,542.0316772460938,288.7369079589844,488.03680419921875,216.96871948242188,387.7149353027344,168.69378662109375,305.44171142578125,215.44740295410156,246.6472625732422,286.78289794921875,407.8315124511719,438.7985534667969
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img0578.png,464.2057119313588,271.35458890204575,413.8341778040915,267.10553730122825,364.05023193359375,275.2308349609375,562.3941040039062,311.14324951171875,525.3388061523438,234.74034118652344,438.43817138671875,174.0843505859375,338.968505859375,216.58544921875,261.0052795410156,261.6605529785156,408.60693359375,440.0652160644531
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img0995.png,,,354.35919189453125,297.5927504359939,313.123779296875,291.9148864746094,561.1769409179688,318.24072265625,513.826416015625,241.98367309570312,414.20013427734375,185.7095489501953,330.0334777832031,226.19529724121094,261.234130859375,280.5577087402344,407.4754943847656,438.0447998046875
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img1015.png,,,316.22280648362994,315.37867714151906,282.7294006347656,313.1803894042969,538.1239013671875,309.6792907714844,496.4374084472656,232.05459594726562,389.3887939453125,188.728759765625,304.15576171875,233.6627960205078,242.40135192871094,302.60174560546875,408.0845947265625,438.9931640625
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img1223.png,501.9440612792969,289.5238342285156,422.8907447160518,284.2741037249074,380.564137625596,283.21826171875,529.709228515625,307.8877258300781,519.402099609375,227.5563201904297,427.6368713378906,180.47801208496094,344.4507751464844,224.23272705078125,274.4934997558594,288.6000671386719,409.62982177734375,438.4198913574219
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img1242.png,499.91595458984375,285.5924072265625,379.2750244140625,290.9845351039626,332.830810546875,294.1361083984375,535.4851684570312,316.2680969238281,515.8922119140625,232.0936737060547,412.72430419921875,187.3102569580078,324.7007751464844,228.97413635253906,252.12098693847656,289.33062744140625,409.57220458984375,439.248779296875
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img1628.png,512.3985052324583,293.4068523822004,389.1515626053723,289.4276634695111,343.0870361328125,292.7240295410156,531.99267578125,305.41668701171875,517.6244506835938,231.46148681640625,422.6761474609375,185.7884979248047,332.2566833496094,226.15008544921875,263.7602844238281,277.91162109375,408.30999755859375,437.2414855957031
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img1705.png,481.37809739534475,276.7547659039989,394.30645751953125,280.1398620605469,356.0664950829938,289.33069880018525,529.3355712890625,301.65618896484375,502.62457275390625,228.64500427246094,413.82720947265625,175.68394470214844,331.92132568359375,221.9197235107422,267.2915954589844,284.9607849121094,409.2960205078125,439.2273254394531
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img1812.png,488.751708984375,284.6813659667969,325.7631605922438,294.2936884939916,286.9433898925781,265.6534118652344,547.5917358398438,321.19110107421875,519.7647705078125,244.95880126953125,434.3304748535156,185.3440399169922,345.1887512207031,206.61831665039062,260.6821594238281,266.2530517578125,408.4650573730469,436.713623046875
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img2043.png,413.836669921875,266.62579345703125,278.47296142578125,354.4036560058594,244.2474822998047,351.3739647566044,507.7617492675781,273.0987854003906,449.0935974121094,203.77052307128906,343.57738225450237,191.9987030029297,275.6893615722656,256.0001525878906,214.2936553955078,333.7127380371094,408.6059265136719,439.47210693359375
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img2098.png,445.6529235839844,276.8836975097656,318.1327617884665,316.41004921183156,277.5197246790915,318.5248793422439,536.20849609375,291.79620361328125,479.2864990234375,226.08358764648438,383.8171081542969,190.6323699951172,292.7633361816406,239.3924560546875,230.2405548095703,308.31915283203125,408.2187805175781,439.3686828613281
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img2169.png,457.6268615722656,276.3963928222656,303.6909052908667,323.2872262835011,266.46783447265625,314.709716796875,535.5020751953125,304.91192626953125,483.7904052734375,231.0641632080078,381.77899169921875,194.56275939941406,295.8829040527344,235.59393310546875,245.5731201171875,305.5367126464844,408.41168212890625,437.4739685058594
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img2486.png,465.6099853515625,269.482421875,371.42120361328125,287.21380615234375,323.1452331542969,293.8488464355469,534.606689453125,310.16973876953125,496.9013366699219,220.0750732421875,402.8204650878906,173.8489227294922,317.6387634277344,222.3705596923828,258.3913879394531,282.9790344238281,408.74700927734375,439.6112976074219
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img2601.png,,,398.93507407918423,272.6605069755034,346.3892822265625,274.7293701171875,566.4679565429688,301.6180725097656,513.1841430664062,234.67059326171875,409.0993957519531,179.9306182861328,315.4390869140625,214.4877471923828,248.61346435546875,274.4483337402344,408.69207763671875,437.8375244140625
labeled-data\AG7180_1_20210724_100fps_eRAMP_R_flipped\img2678.png,421.1882629394531,263.1174621582031,296.92193603515625,308.9952087402344,262.17973585727293,280.7157287597656,548.671875,309.8634033203125,498.9085693359375,231.6499481201172,396.390380859375,180.46481323242188,308.42864990234375,215.3738555908203,226.08224487304688,281.2572021484375,408.19293212890625,437.4288024902344
